,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
583,data platform engineer,optimum solutions,"['bangalore', 'chennai']",1200000.0,1800000.0,1500000.0,"full time, permanent",4,9,Any Graduate,Not Specified,Not Specified,"['control-m', 'pyspark', 'python', 'shell scripting']",it services and consulting,engineering - software and qa,software development,08-09-2024,15,424,3.4
584,blockchain quality assurance engineer,coforge,['noida'],,,,"full time, permanent",3,6,Any Graduate,Not Specified,Not Specified,"['aws', 'css', 'data science', 'data structures', 'django', 'django rest api', 'docker', 'flask', 'git', 'html', 'javascript', 'jquery', 'json', 'linux', 'machine learning', 'mongodb', 'mysql', 'natural language processing', 'numpy', 'orm', 'pandas', 'postgresql', 'python', 'python development', 'rest', 'sql', 'sqlalchemy', 'sqlite']",it services and consulting,engineering - software and qa,quality assurance and testing,09-09-2024,,275,3.4
585,back end developer,palni,['hyderabad'],,,,"full time, permanent",4,6,Any Graduate,Not Specified,Not Specified,"['aws', 'azure devops', 'django web framework', 'flask web framework', 'git', 'jira', 'lamda', 'mysql', 'python', 'python development', 'rest api development', 's3', 'sql']",it services and consulting,engineering - software and qa,software development,05-09-2024,1,489,4.0
586,software development - other,infogain india (p) ltd.,['bangalore'],,,,"full time, permanent",3,4,Any Graduate,any postgraduate,Not Specified,"['database', 'debugging', 'django', 'linux', 'open source', 'postgresql', 'python', 'sub']",it services and consulting,engineering - software and qa,software development,26-08-2024,1,375,3.7
587,software development - other,not available,['hyderabad'],1500000.0,3000000.0,2250000.0,"full time, temporary/contractual",3,8,Any Graduate,Not Specified,Not Specified,"['e-discovery data processing', 'powershell', 'python', 'rampiva']",it services and consulting,engineering - software and qa,software development,27-08-2024,1,242,
588,back end developer,infosys,['bangalore'],,,,"full time, permanent",11,16,b.tech/b.e.,any postgraduate,Not Specified,"['agile methodologies', 'debugging', 'machine learning', 'python ml', 'quality processes', 'software quality assurance']",it services and consulting,engineering - software and qa,software development,09-09-2024,,9,3.8
589,data engineer,trinity mobile app lab,['ahmedabad'],800000.0,1600000.0,1200000.0,"full time, permanent",3,6,b.tech/b.e.,Not Specified,Not Specified,"['ai/ml project experience needed', 'django', 'flask', 'mysql', 'pandas', 'python development', 'python framework', 'scikit-learn']",it services and consulting,engineering - software and qa,software development,08-09-2024,1,301,5.0
590,software development - other,middleware systems technologies,"['bangalore', 'chennai', 'hyderabad']",,,,"full time, permanent",5,8,Any Graduate,Not Specified,Not Specified,"['api', 'django', 'python development', 'sql']",it services and consulting,engineering - software and qa,software development,27-08-2024,3,515,
591,data platform engineer,ajayvision education,['delhi'],800000.0,1600000.0,1200000.0,"full time, permanent",5,10,b.tech/b.e.,m.tech,Not Specified,"['ci/cd', 'django', 'flask', 'high level design', 'linux', 'low level design', 'mongodb', 'mysql', 'nosql', 'numpy', 'pandas', 'postgresql', 'python', 'python development', 'rabbitmq', 'redis', 'rest api design']",education / training,engineering - software and qa,software development,08-09-2024,1,83,3.9
592,software development - other,triazine software,['noida'],500000.0,900000.0,700000.0,"full time, permanent",3,7,b.tech/b.e.,mca,Not Specified,"['django framework', 'flask', 'python']",it services and consulting,engineering - software and qa,software development,08-09-2024,3,547,3.5
593,software development - other,programmers io,['jaipur'],,,,"full time, permanent",4,9,Any Graduate,Not Specified,Not Specified,"['django', 'fastapi', 'flask', 'python development', 'sql']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,361,4.4
594,software development - other,live eye surveillance,['karnal'],,,,"full time, permanent",1,3,b.tech/b.e.,any postgraduate,ph.d/doctorate,"['ai', 'computer vision', 'cvzone', 'facial recognition', 'ffmpeg', 'imutils', 'matplotlib', 'numpy', 'opencv', 'pandas', 'python', 'pytorch', 'tensorflow', 'torch']",it services and consulting,engineering - software and qa,software development,08-09-2024,1,446,3.5
595,machine learning engineer,impelsys,['bangalore'],1500000.0,3000000.0,2250000.0,"full time, permanent",2,5,b.tech/b.e.,Not Specified,Not Specified,"['ai', 'ml', 'nlp', 'numpy', 'pandas', 'python', 'python development', 'python framework']",it services and consulting,data science and analytics,data science and machine learning,05-09-2024,4,3098,3.6
596,full stack developer,accenture,['bangalore'],,,,"full time, permanent",5,10,b.tech/b.e.,any postgraduate,Not Specified,"['alteryx', 'automation testing', 'aws', 'data analytics', 'data bricks', 'dataiku', 'django', 'docker', 'flask', 'gcp', 'git', 'linux', 'machine learning', 'microsoft azure', 'mysql', 'oops', 'presentation skills', 'pytest', 'python', 'python development', 'rest', 'software testing', 'sql', 'unit testing']",it services and consulting,engineering - software and qa,software development,28-08-2024,,55,4.0
597,software development - other,nexpro247,"['chennai', 'mumbai', 'pune']",450000.0,950000.0,700000.0,"full time, permanent",0,5,Any Graduate,Not Specified,Not Specified,"['api', 'api rest', 'application development', 'css', 'django', 'django framework', 'erp', 'flask', 'flask open', 'full stack', 'full stack application development', 'fullstack development', 'html5', 'javascript', 'odoo development', 'postgresql', 'python', 'python development', 'python testing', 'selenium webdriver']",it services and consulting,engineering - software and qa,software development,08-09-2024,10,7433,
598,teaching and training - other,wonksknow technologies,['bangalore'],800000.0,1000000.0,900000.0,"full time, permanent",0,2,b.tech/b.e.,m.tech,ph.d/doctorate,"['b tech fresher', 'b.tech', 'communication skills', 'computer science', 'it', 'java', 'mca', 'mca fresher', 'programming', 'python', 'python developer', 'software', 'software developer']",education / training,teaching and training,teaching and training - other,05-09-2024,5,22723,3.2
599,full stack developer,green hindustan,['bangalore'],1400000.0,1600000.0,1500000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['django', 'flask', 'microservices', 'python flask']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,634,
600,software development - other,soul ai,['hyderabad'],,,,"part time, freelance/homebased",0,5,Any Graduate,Not Specified,Not Specified,"['analytical', 'django', 'django framework', 'matplotlib', 'numpy', 'pandas', 'pytest', 'python development', 'scikit-learn']",it services and consulting,engineering - software and qa,software development,26-08-2024,200,598,3.7
601,software development - other,innova solutions,['bangalore'],600000.0,1000000.0,800000.0,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['django', 'flask', 'numpy', 'python development']",it services and consulting,engineering - software and qa,software development,10-09-2024,1,9,3.7
602,full stack developer,transact global,['bangalore'],,,,"full time, permanent",2,3,Any Graduate,any postgraduate,ph.d/doctorate,"['chatbot development', 'css', 'html', 'javascript', 'mysql', 'postgresql', 'python']",bpo / call centre,engineering - software and qa,software development,06-09-2024,,1415,3.9
603,data platform engineer,coforge,['gurgaon'],,,,"full time, permanent",6,10,Any Graduate,Not Specified,Not Specified,"['artificial intelligence', 'aws', 'css', 'data science', 'data structures', 'django', 'docker', 'flask', 'git', 'html', 'javascript', 'linux', 'machine learning', 'mongodb', 'mysql', 'natural language processing', 'numpy', 'pandas', 'postgresql', 'python', 'python development', 'sql']",it services and consulting,engineering - software and qa,software development,03-09-2024,,105,3.4
604,automation developer,rlabs enterprise services,"['bangalore', 'indore', 'noida']",,,,"full time, permanent",4,7,Any Graduate,Not Specified,Not Specified,"['api', 'aws', 'git', 'python']",emerging technologies (cloud),engineering - software and qa,software development,03-09-2024,1,453,3.7
605,software development - other,superwave communication and infrasolution (scaipl),"['delhi', 'gurgaon']",500000.0,1200000.0,850000.0,"full time, permanent",3,8,b.tech/b.e.,Not Specified,Not Specified,"['aiml', 'al', 'artificial intelligence', 'c++', 'computer science', 'db programming', 'ml', 'python', 'research and development', 'sql', 'sql server', 'tolling']",it services and consulting,engineering - software and qa,software development,26-08-2024,1,389,4.3
606,software development - other,artech,"['bangalore', 'hyderabad', 'mumbai']",375000.0,875000.0,625000.0,"full time, temporary/contractual",4,7,Any Graduate,any postgraduate,Not Specified,"['django', 'python development', 'python framework']",it services and consulting,engineering - software and qa,software development,27-08-2024,30,282,
607,back end developer,arkatiss,['hyderabad'],,,,"full time, permanent",2,6,b.tech/b.e.,Not Specified,Not Specified,"['django', 'flask', 'numpy', 'pandas', 'postgresql', 'pyspark', 'python development', 'scikit-learn', 'sql']",it services and consulting,engineering - software and qa,software development,04-09-2024,5,697,4.5
608,software development - other,not available,['bangalore'],1500000.0,3000000.0,2250000.0,"full time, temporary/contractual",3,8,Any Graduate,Not Specified,Not Specified,"['e-discovery data processing', 'powershell', 'python', 'rampiva']",it services and consulting,engineering - software and qa,software development,27-08-2024,1,280,
609,software development - other,durus,['bangalore'],800000.0,1400000.0,1100000.0,"full time, temporary/contractual",4,7,b.tech/b.e.,m.tech,Not Specified,"['data analysis', 'data processing tools', 'django', 'fastapi', 'flask', 'general problem solving', 'linux', 'matplotlib', 'microservices', 'mongodb', 'python', 'redis', 'sql']",it services and consulting,engineering - software and qa,software development,03-09-2024,1,384,
610,software development - other,purview services,['hyderabad'],1500000.0,2500000.0,2000000.0,"full time, temporary/contractual",7,12,Any Graduate,Not Specified,Not Specified,"['api', 'cloud', 'devops', 'flask api', 'mssql', 'react.js', 'vue.js', 'workflow']",it services and consulting,engineering - software and qa,software development,01-09-2024,1,75,
613,data science and analytics - other,tech mahindra,"['noida', 'pune']",800000.0,1300000.0,1050000.0,"full time, permanent",3,6,Any Graduate,Not Specified,Not Specified,"['matplotlib', 'numpy', 'pandas', 'python', 'scikit-learn', 'sql']",analytics / kpo / research,data science and analytics,data science and analytics - other,27-08-2024,5,2093,3.6
614,database analyst,2coms,['mumbai'],,,,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['algorithms', 'apache', 'bi', 'data cleansing', 'data munging', 'data quality', 'data visualization', 'decision tree', 'linear regression', 'logistic regression', 'machine learning', 'machine learning algorithms', 'power bi', 'programming', 'python', 'python development', 'spark', 'statistics', 'tableau', 'technical skills']",it services and consulting,engineering - software and qa,dba / data warehousing,28-08-2024,,42,3.9
615,full stack developer,global pharma tek,['bangalore'],,,,"full time, permanent",2,4,Any Graduate,any postgraduate,Not Specified,"['django', 'mysql', 'python', 'python web framework', 'software development', 'sql queries', 'web development']",medical services / hospital,engineering - software and qa,software development,29-08-2024,,1541,3.1
616,software development - other,global pharma tek,['bangalore'],,,,"full time, permanent",2,6,Any Graduate,any postgraduate,Not Specified,"['problem solving', 'python', 'python development', 'team management skills']",medical services / hospital,engineering - software and qa,software development,29-08-2024,,716,3.1
617,software development - other,programmers io,['jaipur'],,,,"full time, permanent",6,10,Any Graduate,Not Specified,Not Specified,"['api', 'django', 'python']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,88,4.4
619,software development - other,uplers,['ahmedabad'],600000.0,1100000.0,850000.0,"full time, permanent",3,5,Any Graduate,Not Specified,Not Specified,"['api', 'crm', 'django', 'hubspot', 'hubspot crm', 'python', 'sales hub', 'solution marketing']",it services and consulting,engineering - software and qa,software development,08-09-2024,1,668,4.2
